ID,shop name,postal code,phone number,star,price,number of reviews,street address
1142,lamill coffee,90026,3236634441,4.0,$$ - $$$,34,1636 silver lake blvd
1143,dr. hogly wogly's tyler texas bar-b-que,91402,8187822480,4.0,$$ - $$$,65,8136 sepulveda blvd
1144,salt's cure,90038,3234657258,4.5,$$ - $$$,44,1155 n highland ave
1145,upstairs 2,90064,3102310415,4.0,$$$$,39,2311 cotner ave
1146,art's delicatessen,91604,8187621221,4.0,$$ - $$$,64,12224 ventura blvd
1147,camilo's california bistro,90041,3234782644,4.0,$$ - $$$,32,2128 colorado blvd
1148,willie jane,90291,3103922425,4.0,$$ - $$$,37,1031 abbot kinney blvd
1149,stk los angeles,,,4.0,$$$$,41,930 hilgard ave
1150,home restaurant silver lake,90039,3236650211,4.0,$$ - $$$,47,2500 riverside dr
1151,cana rum bar,90015,2137457090,4.5,,15,714 w olympic blvd
1152,blvd 16,90024,3104747765,4.0,$$ - $$$,94,10740 wilshire blvd
1153,big man bakes,90013,,4.5,,18,413 s main st
1154,stonefire grill,91307,8188874145,4.0,$$ - $$$,45,6405 fallbrook ave
1155,brownstone bistro,90019,3239655047,4.5,$$ - $$$,12,5047 w pico blvd
1156,the park,90026,2134829209,4.0,$$ - $$$,20,1400 w sunset blvd
1157,jacks classic hamburgers,91602,8187614599,5.0,$,8,11375 riverside dr
1158,hot wings cafe,90038,3239301233,4.5,$,18,7011 melrose ave
1159,al gelato,90035,3106598069,4.5,$$ - $$$,31,806 s robertson blvd
1160,california chicken cafe,90038,3239355877,4.0,$$ - $$$,74,6805 melrose ave
1161,brooklyn water bagel co.,,3106452243,4.0,$,19,8732 south sepulveda blvd
1162,the anchor,90201,3106649696,4.0,$$ - $$$,37,235 main st
1163,spare tire kitchen & tavern,90036,3235252618,4.5,,7,5370 wilshire blvd
1164,mud hen tavern,90038,3232030500,4.0,$$ - $$$,41,742 n highland ave
1165,eclectic wine bar & grille,91601,8187602233,4.0,$$ - $$$,28,5156 lankershim blvd
1166,the hart and the hunter,90046,,4.0,$$ - $$$,41,7950 melrose ave
1167,brite spot,90026,2134849800,3.5,$,43,1918 west sunset blvd
1168,dirt dog,90007,2137491813,5.0,$,6,2528 s figueroa st
1169,the brentwood,90049,3104763511,4.0,$$$$,33,148 s barrington ave
1170,airtel plaza hotel,91406,8189977676,4.0,$$ - $$$,29,7277 valjean ave
1171,esterel,90048,3103583979,4.0,$$$$,45,8555 beverly blvd
1172,san francisco saloon,90064,3104780152,4.5,$$ - $$$,15,11501 w pico blvd
1173,the wood cafe,90066,3109159663,4.0,$$ - $$$,25,12000 w washington blvd
1174,jinky's studio city,91604,8183088418,4.0,$$ - $$$,14,4000 colfax ave
1175,charlie's trio,90032,3232233871,4.0,$$ - $$$,21,5769 huntington dr n
1176,peasant wine bistro,91356,8184574255,4.0,$$ - $$$,17,19100 ventura blvd ste n
1177,milky way,90035,3108590004,4.5,$$ - $$$,30,9108 w pico blvd
1178,larsen's steakhouse,91436,8183869500,4.0,$$$$,35,16101 ventura blvd ste 270
1179,spitz,90012,2136130101,4.5,,16,371 e 2nd st
1180,hook burger,91367,8186101500,4.0,$,26,6201 topanga canyon blvd
1181,universal studios jurassic cafe,91608,,3.5,$$ - $$$,156,100 universal city plz
1182,96th street bistro,,3103372800,4.0,$$ - $$$,69,9620 airport blvd
1183,odyssey restaurants,91344,8183666444,3.5,$$ - $$$,66,15600 odyssey dr
1184,figueroa hotel bar,90015,2136278971,4.0,$$ - $$$,43,939 south figueroa street
1185,rocco's tavern,91604,8189859876,4.5,$$ - $$$,17,12514 ventura blvd
1186,local ice,91604,8185058111,5.0,$,5,12747 ventura blvd
1187,pacific dining car,90017,2134836000,3.5,$$$$,136,1310 w 6th st
1188,flores,90025,4242736469,4.5,$$ - $$$,24,n0. 2024 sawtelle blvd
1189,chicago for ribs,90045,3106707427,4.0,$$ - $$$,35,8311 lincoln blvd
1190,spitz - los feliz,90027,3235223309,4.0,$,15,1725 hillhurst ave
1191,laurel tavern,,8185060777,4.0,,24,11938 ventura blvd
1192,breadbar century city,90067,3102773770,4.0,$$ - $$$,36,10250 santa monica blvd
1193,marie callender's,91403,8187883983,4.0,$$ - $$$,35,14743 ventura blvd
1194,rustic kitchen,90066,3103901500,5.0,$$ - $$$,5,3523 s centinela ave
1195,johnny rockets - melrose,90046,3236513361,4.0,$$ - $$$,23,7507 melrose ave
1196,urban skillet,91601,8185794000,4.5,$$ - $$$,6,5060 lankershim blvd
1197,the glendon bar & kitchen,90024,3102082023,4.0,$$ - $$$,42,1071 glendon ave
1198,hal's bar & grill,90291,3103963105,4.0,$$ - $$$,85,1349 abbot kinney blvd
1199,wanderlust creamery,91356,8187749888,5.0,$$ - $$$,5,18511 ventura blvd
1200,feast kitchen and grill,90028,3234634050,5.0,$,6,6282 hollywood blvd
1201,joe's cafe,91344,8184889841,4.0,$$ - $$$,32,17815 chatsworth street
1202,creperie by jack n' jill's,90048,3108584900,4.5,$,29,8738 w. 3rd street
1203,champions sports bar,90045,3106415700,3.5,$$ - $$$,135,5855 w century blvd
1204,black cat,90029,3236616369,4.0,$$ - $$$,16,3909 w sunset blvd
1205,beeps drive in,91406,8187810830,4.0,$,25,16063 sherman way
1206,casey's irish bar and grill,,2136292353,3.5,$$ - $$$,66,613 south grand ave.
1207,nat's west,91304,8183404537,4.5,,7,8336 topanga canyon blvd
1208,monty's steakhouse,91364,8187169736,4.0,$$$$,34,5371 topanga canyon blvd
1209,madera kitchen & bar,90028,2132613687,4.5,$$ - $$$,10,1835 n cahuenga blvd
1210,by chloe.,90039,,5.0,$$ - $$$,4,2520 glendale blvd.
1211,"monty's steaks, seafood & pasta",91364,8187164135,4.5,$$ - $$$,10,5371 topanga canyon blvd
1212,puran's,90027,3236671357,4.5,$$ - $$$,29,2064 hillhurst ave
1213,bob's big boy,,8187722627,3.5,$,23,8876 corbin av.
1214,happy ending bar,90028,3234697038,4.0,$$ - $$$,49,7038 w sunset blvd
1215,quality food & beverage,90048,3236585959,4.0,$,23,8030 w 3rd st
1216,the grinder restauarant,90007,2137470782,4.5,$,16,525 w 28th st
1217,pips on la brea,90019,3239547477,4.0,$$ - $$$,23,1356 s la brea ave
1218,tommy's original world famous,90028,3234673792,4.0,$,42,5873 hollywood blvd
1219,hawkins house of burgers,90059,,4.5,,12,11603 slater st
1220,chick-fil-a,91324,8188823106,4.0,$,11,8875 tampa ave
1221,the corner store,90007,,4.5,,6,1118 w 37th st
1222,crocker club,90013,2132399099,5.0,,5,453 s spring st
1223,the magnolia grille,91601,8187668698,4.0,$$ - $$$,12,10530 magnolia bl.
1224,city club on bunker hill,90071,2136209662,4.5,$$$$,17,555 s. flower
1225,hamburger hamlet,91403,8187841183,4.0,$$ - $$$,43,4419 van nuys bl
1226,the lab gastropub,90089,2137431843,4.0,$$ - $$$,27,3500 s figueroa st
1227,desert rose restaurant & bar,90027,3236661166,4.0,$$ - $$$,36,1700 hillhurst ave
1228,gaffey street diner,90731,3105486964,4.0,$,58,247 n gaffey st
1229,eagle rock brewery,90065,3232577866,4.5,$$ - $$$,11,3056 roswell st
1230,the addiction bistro,90048,3232031793,4.5,$$ - $$$,39,408 n la cienega blvd
1231,sharkys mexican grill,,8188876963,4.0,$,18,6219 topanga canyon blvd
1232,sweet rose creamery - studio city,91604,3102602663,5.0,,4,4377 tujunga ave
1233,maso,90292,3105987545,4.5,$$$$,12,3228 carter ave
1234,valerie,,2136212781,4.0,$$ - $$$,10,317 s broadway
1235,the doughroom,90034,4242586194,4.5,$$ - $$$,11,3409 overland ave
1236,cerveteca dtla,90013,2138055862,4.0,$$ - $$$,12,923 e 3rd st
1237,midevil time,,8665439637,4.5,$$ - $$$,11,6170 reseda blvd
1238,croft alley,90069,,4.5,$$ - $$$,6,8428 melrose pl
1239,swiss chef usa,91401,8189041500,4.5,$$ - $$$,21,13729 victory blvd.
1240,fab hot dogs,91335,8183444336,4.5,$,24,19417 1/2 victory blvd
1241,caffe etc,90028,3234648824,4.0,$$ - $$$,9,6371 selma ave
1242,blair's,90039,3236601882,4.0,$$ - $$$,35,2903 rowena ave
1243,gumbo pot,90036,3239330358,3.5,$,78,6333 w 3rd st ste 312
1244,sunset junction coffee shop,90029,3236611600,4.0,$$ - $$$,17,3916 w sunset blvd
1245,weiler's deli,91303,8188846611,4.0,$$ - $$$,10,21161 victory blvd
1246,the melt,90028,,4.0,$,22,6290 w sunset blvd
1247,bristol cafe in bristol farms,90045,,4.5,$,8,8448 lincoln blvd
1248,riordan's tavern,90017,2136276879,4.0,$$ - $$$,44,875 s figueroa st
1249,community,90027,,4.5,,11,2044 hillhurst ave
1250,bobby's coffee shop,91364,8182251324,4.0,$,32,22821 ventura blvd
1251,ronnie's diner,90066,3105789399,4.0,$,24,12740 culver blvd ste j
1252,the nice guy,90048,3103609500,4.0,$$ - $$$,41,401 n la cienega blvd
1253,house of blues,90028,3237694600,5.0,,4,7060 hollywood blvd
1254,el pollo loco,,8188870346,4.5,,16,8239 topanga canyon rd
1255,cafe brentwood,90049,3104720766,4.0,$$ - $$$,12,150 s barrington ave
1256,the third stop,90048,3102733605,4.5,$,16,8636 w 3rd st
1257,tgi friday's,91367,8188882617,3.5,$$ - $$$,33,5919 canoga ave
1258,54 twenty,90027,3234641570,4.5,,24,5420 hollywood blvd
1259,wolfgang puck,,,3.5,$$ - $$$,31,la live
1260,mom's bar be cue house,91405,8187861373,4.5,$$ - $$$,6,14062 vanowen st
1261,el siete mares,90026,3236650865,4.5,$$ - $$$,11,3131 w sunset blvd
1262,h salt fish and chips,11870,3102070328,4.5,$,8,11870 santa monica blvd #110
1263,ranch side cafe,91342,8188340031,4.5,$$ - $$$,10,11355 foothill blvd.
1264,courtyard cafe,90045,3104100770,5.0,,7,8939 south sepulveda blvd
1265,olive it,90045,3102422092,5.0,,5,6231 w 87th st
1266,cf food kitchen,91344,8183635781,4.5,,12,16205 devonshire st
1267,the one up,91423,,4.5,$,9,13625 ventura blvd
1268,catalina bar & grill,90028,3234662210,3.5,$$$$,33,6725 w sunset blvd
1269,the town cafe,91352,8187678624,4.0,,6,8722 sunland blvd
1270,cable's restaurant,91364,8183472437,4.0,$$ - $$$,25,20929 ventura blvd
1271,rockenwagner 3 squares,90291,3103996504,4.0,$$ - $$$,31,1121 abbot kinney blvd.
1272,good stuff burgers,90064,3104779011,4.5,,6,11903 w olympic blvd
1273,etchea cafe bakery market,90012,2136260157,4.5,,7,254 s hope st
1274,harvard & stone,90027,3234666063,4.5,,6,5221 hollywood blvd
1275,v cafe,90046,3239519577,5.0,,7,8164 melrose ave
1276,the cafe at the end of the universe,,,3.5,$,57,2800 east observatory road
1277,red robin gourmet burgers,91303,8188831060,4.0,$$ - $$$,20,6600 topanga canyon blvd unit 49h
1278,eatz cafe,90039,3236612355,4.0,$,8,3207 los feliz blvd
1279,cabbage patch,90014,2134894489,4.5,,18,520 w 6th st
1280,lazy daisy cafe,90025,3104778580,4.5,$$ - $$$,12,11913 wilshire blvd
1281,callender's grill,90036,3239377952,4.0,$$ - $$$,6,5773 wilshire blvd
1282,mckay's,90007,2137434111,3.5,$$ - $$$,38,3540 s figueroa st
1283,lock & key,90004,2133895625,4.5,$$ - $$$,9,239 s vermont ave
1284,la brea bakery,90036,3239396813,3.5,$$ - $$$,47,468 south la brea avenue
1285,kitchen mouse,90042,3232599555,4.5,$$ - $$$,6,5904 n figueroa st
1286,san pedro deli and cafe,90731,3105470961,4.5,$$ - $$$,6,605 s pacific ave
1287,four'n 20 restaurant & pie,91607,8187615128,4.0,$,20,4723 laurel canyon blvd
1288,headlines diner & press club,90024,3102082424,4.5,,12,10922 kinross ave
1289,sunny grill,90066,3103908989,4.5,$,7,12035 venice blvd
1290,yorkshire grill,90017,2136233362,4.0,,19,610 w 6th st
1291,got kosher,90035,3108581920,4.0,$$ - $$$,30,8914 w pico blvd
1292,old time burgers,91352,8187685905,4.5,,5,8742 glenoaks blvd
1293,daphne's desserts,91401,8189064991,5.0,$,1,13646 burbank blvd
1294,holy aioli cafe,90035,,5.0,,1,8532 w pico blvd
1295,usa donuts and croissants,91303,8187048886,5.0,,1,7041 topanga canyon blvd
1296,semi sweet bakery,,,5.0,,2,off 6th street and main
1297,boston market,91405,8189940700,5.0,,1,14480 sherman way
1298,sepi's giant subs,90024,3102087171,5.0,,1,10968 le conte ave
1299,bird's nest cafe,90007,3236417986,5.0,$$ - $$$,1,2403 s vermont
1300,olio the crepe kitchen,90036,3239333403,5.0,,2,5223 wilshire blvd
1301,central kitchen,90007,2139082400,5.0,,3,325 w adams blvd
1302,shake shack,90028,3235937763,5.0,$$ - $$$,1,6201 hollywood blvd.
1303,carrows,91311,8189987423,5.0,,2,20557 devonshire st
1304,jessie's camarones restaurant,90007,3237356399,5.0,,1,1479 west adams blvd
1305,la glatt restaurant,90036,3236587730,5.0,,1,446 north fairfax avenue
1306,bigmista's barbecue,90039,5624234244,5.0,,1,3250 glendale blvd
1307,flooky's,91367,8183407797,5.0,$,2,21034 victory blvd
1308,iron city tavern,90015,,5.0,,1,589 w 9th st
1309,burgerim,90038,3238484848,5.0,$$ - $$$,1,5001 melrose ave
1310,mom's bar-b-q,90044,3237568405,5.0,,2,1050 west imperial highway
1311,la paz restaurant,90029,3239571800,5.0,,1,910 north western avenue
1312,hollywood grill,,8187874411,5.0,,1,6310 van nuys blvd
1313,north pole snow cream and white espresso drop,91604,3232031114,5.0,,2,11048 ventura blvd
1314,wally's cheese box,90025,3104750606,5.0,,2,2107 westwood blvd
1315,boardwalk grill,,,5.0,,1,ports of call
1316,westchester sports grill,90045,3106702366,5.0,,1,5630 manchester blvd.
1317,taco fiesta,,3232235478,5.0,,2,4501 n figueroa st
1318,pavilions west hills,91304,8189995668,5.0,,2,6534 platt ave.
1319,beefsteak,90046,3234247443,5.0,,1,7661 melrose ave
1320,9 olives chaplin house,90046,3238482100,5.0,$$ - $$$,1,8210 w sunset blvd
1321,green hut cafe,90017,2136278166,5.0,,3,808 w 7th st
1322,old fashion flavor,,,5.0,,1,sec of 106th and western avenue
1323,donuts usa,90066,3103983276,5.0,,1,11624 venice blvd
1324,tom's number 5 chiliburgers,90019,3239372489,4.5,,2,4497 west pico blvd
1325,rise n shine,91040,8183525755,4.5,,4,9685 sunland blvd
1326,the fix burger,90027,3236618494,4.5,$,9,2520 hyperion ave
1327,lucky strike,,3234677776,4.0,$$ - $$$,30,hollywood & highland
1328,dupars restaurant,91436,8188495387,4.0,$$ - $$$,8,16120 ventura blvd
1329,moreton fig,,2138213441,3.5,$$ - $$$,18,3607 trousdale pkwy
1330,sylmar's fix,,,5.0,,5,13790 foothill blvd
1331,sauce on hampton,90291,3103995400,4.5,$$ - $$$,34,259b hampton dr
1332,literati cafe,90025,3104793400,3.5,$$ - $$$,48,12081 wilshire blvd
1333,pizzarev,91324,8187171827,4.5,$,11,9420 reseda blvd.
1334,billingsley's restaurant,90064,3104771426,4.0,$$ - $$$,28,11326 w pico blvd
1335,dave's chillin-n-grillin,90041,3234900988,4.5,$,11,2152 colorado blvd
1336,myke's cafe,91331,8188904815,4.5,$$ - $$$,8,13171 van nuys blvd
1337,guild,90017,2136880808,4.5,,7,611 w 7th st
1338,crossroads west cafe,90027,3236672000,4.5,,3,4700 western heritage way
1339,reddi chic,,3103935238,4.5,$,9,brentwood country mart
1340,overland cafe,90034,3105599999,3.5,$$ - $$$,33,3601 overland ave
1341,cafe collage,90291,3103990632,3.5,$,18,1518 pacific ave
1342,the well,90028,,4.0,,13,6255 w sunset blvd
1343,cellar restaurant,90067,3102771584,5.0,$,4,1880 century park east
1344,daily grill - downtown la,90017,2136224500,4.0,$$$$,46,612 s flower st
1345,sportsmen's lodge,91604,8187555000,3.5,$$ - $$$,41,12833 ventura blvd
1346,spice,90068,3108760497,4.0,$$ - $$$,32,2011 n highland ave
1347,buffalo wild wings sherman oaks,91403,8187289640,4.0,$,15,15301 ventura blvd
1348,vees cafe,90016,3239318337,4.0,,7,5418 w adams blvd
1349,big daddy's,90291,3103964146,4.0,$,21,1425 ocean front walk
1350,genki grill,90048,3236533287,4.5,,2,6355 wilshire blvd
1351,lotus vegan,,,4.5,,10,5038 vineland avenue
1352,coco's bakery restaurant,91345,8183653309,4.0,$$ - $$$,23,10841 sepulveda blvd
1353,millie's restaurant & bakery,,,4.0,,3,16840 vanowen street
1354,hedley's,90069,3106592009,4.0,$$ - $$$,11,640 n robertson blvd
1355,cafe cordiale,91423,8187891985,4.0,,21,14015 ventura blvd
1356,maxwell cafe,90066,3103067829,4.0,$$ - $$$,28,13329 w washington blvd
1357,outdoor grill,90066,3106364745,4.0,$$ - $$$,15,12630 1/2 washington pl
1358,the greyhound bar and grill,90042,3239000300,4.0,$$ - $$$,10,5570 n figueroa st
1359,rib ranch barbeque,91364,8188847776,4.0,$$ - $$$,22,4923 topanga canyon blvd
1360,spot bar & gastropub,90006,,4.5,$$ - $$$,8,1903 w olympic blvd
1361,barney's burgers,,,5.0,,5,fashion square mall
1362,uncle andre's bbq,91604,8187638414,4.0,,9,11715 moorpark st
1363,salad farm,90007,2137483111,4.0,,6,2210 s figueroa st
1364,avenue a bar & grill,90277,3103162832,4.0,$$ - $$$,6,800 s pacific coast hwy
1365,armon's restaurant,90041,3234781440,4.0,$,8,5056 eagle rock blvd
1366,caffe latte,90048,3239365213,4.0,$$ - $$$,15,6254 wilshire blvd
1367,abbot's habit,90291,3103991171,4.0,$,28,1401 abbot kinney blvd
1368,the bowery,90028,3234653400,4.0,$$ - $$$,23,6268 w sunset blvd
1369,seree's coffee shop,90007,2137478233,4.5,,2,2800 s grand ave
1370,the fat cow,90036,3239651020,3.5,$$ - $$$,74,189 the grove dr
1371,mo better burger,90038,,4.0,,8,901 n la brea ave
1372,the hollywood corner,90038,3234632220,4.0,$$ - $$$,18,1156 n highland ave
1373,redemption foods,90038,3234634166,4.5,,3,1253 vine st
1374,villains tavern,90013,,4.0,,4,1356 palmetto st
1375,french garden,90021,2136234028,4.5,$$ - $$$,11,1936 e 7th st
1376,cafe primo,90010,2133838410,4.0,$$ - $$$,25,3255 wilshire blvd
1377,built custom burgers,90007,,3.5,$$ - $$$,28,3584 s figueroa st
1378,smoke city market,91401,8188551280,4.0,$$ - $$$,26,5242 van nuys blvd
1379,farmer boys,90021,2132288999,4.5,,2,726 s alameda st
1380,mimi's cafe,90039,3236681715,3.5,,30,2925 los feliz blvd
1381,cabbage patch playa vista,90066,,4.5,,4,12531 beatrice st
1382,sweet rose creamery,90036,3102602663,4.5,,2,7565 beverly blvd.
1383,wendy's,90027,3236637387,3.5,$,39,1305 n vermont ave
1384,mcdonald's,90045,,3.5,$,75,5223 w century blvd
1385,fresh brothers,90049,3108260777,4.5,$$ - $$$,8,11740 san vicente blvd
1386,the rock store,,8188891311,4.0,$,12,30354 mulholland highway cornell
1387,hoagies and wings,90035,,4.5,,2,1544 s la cienega blvd
1388,arby's,91303,8183470637,4.5,,2,7011 topanga canyon blvd
1389,la plancha,90006,2133831449,4.5,,2,2814 w. ninth st.
1390,boo's philly cheesesteaks and hoagies,90029,3236611955,4.5,$,20,4501 fountain ave
1391,river rock,91604,8184327500,4.0,$$ - $$$,20,12000 block of ventura blvd.
1392,vienna cafe,90046,3236513822,3.5,$$ - $$$,12,7356 melrose ave
1393,the patio cafe,,8187694700,4.0,$$ - $$$,22,12833 ventura blvd.
1394,astro family restaurant,90039,3236639241,3.5,,16,2300 fletcher dr
1395,off the hook,91316,8189814665,4.5,,4,17200 ventura blvd ste 225
1396,fritzi dog,90036,3239369436,4.0,$,34,6333 w 3rd st
1397,big nick's,90731,3104968790,3.5,$$ - $$$,9,1110 gaffey street
1398,pollo a la brasa- peruvian wood rotisserie chicken,90005,2133824090,4.5,$$ - $$$,8,764 s western ave
1399,walker's cafe,90731,3108333632,4.0,$,10,700 w paseo del mar
1400,tipple and brine,91403,8185282550,4.0,,18,14633 ventura blvd
1401,mad bull'stavern,,,4.5,,2,14649 ventura bl.
1402,fuddruckers,91403,8189954552,4.0,,12,15301 ventura blvd
1403,souplantation northridge,,8183633027,3.5,$$ - $$$,16,19801 rinaldi st
1404,crave cafe,91403,8189907888,4.0,$$ - $$$,40,14504 ventura blvd
1405,big wangs,90025,,4.0,,2,1300 s centinela ave ste 103
1406,chili's grill & bar,91324,8188862191,4.0,$$ - $$$,16,9200 reseda blvd
1407,raleigh studios cafe,90004,3238715660,4.5,,2,650 n bronson ave
1408,the main course,90064,3104757564,4.0,$$ - $$$,8,10509 w pico blvd
1409,sam's philly steak depot,91356,8187769494,4.5,,3,18966 ventura blvd
1410,jersey mike's subs,90028,3234616161,4.0,$,10,1517 vine st
1411,modern eats,90039,3236651008,4.5,,12,2590 glendale blvd
1412,home girl cafe & bakery,,2136170380,4.5,,3,"130 w bruno st chinatown los angeles, ca 90012"
1413,food fair by diego,90036,,5.0,,4,7825 beverly blvd
1414,simon,90048,3102785444,4.0,$$$$,45,8555 beverly blvd
1415,the escondite,90013,2136261800,4.5,,8,410 boyd st
1416,big tomy's,90064,3104790601,4.0,,11,11289 w pico blvd
1417,local,90026,3236624740,4.5,$$ - $$$,12,2943 west sunset blvd
1418,leaning tower pizza & pasta,91423,8189869701,4.5,$,3,14120 ventura blvd
1419,rascal,90036,3239333229,4.0,$$ - $$$,14,801 s la brea ave
1420,windward juice,90291,3103925411,4.0,$,6,66 windward ave
1421,vegan express,90068,3238518837,4.5,$,8,3217 cahuenga blvd w
1422,palmira,90045,,4.0,$$ - $$$,20,6225 west century blvd
1423,ruby's promenade,91367,8183407829,4.0,$$ - $$$,14,6100 topanga canyon
1424,lodge bread company,90066,4243845097,4.5,,4,11918 w washington blvd
1425,daily grill brentwood,90049,3104420044,4.0,$$ - $$$,19,11677 san vicente blvd.
1426,ireland's 32,91401,8187854031,4.0,$,7,13721 burbank blvd
1427,morels french steak house,90036,3239659595,3.5,$$ - $$$,94,189 the grove dr ste h10
